Component 1,Component 2,Time,Occurrences,Occurrences_mod,Alpha,Linewidth
-0.02300353634456938,-0.0034911699468980297,4630.0,2,4.0,1.0,1.0
-0.02307411074827586,-0.003542340413504804,4640.0,2,4.0,1.0,1.0
-0.02301029007750535,-0.0035586277374875385,4650.0,2,4.0,1.0,1.0
-0.02291598334286758,-0.003325715626796123,4670.0,2,4.0,1.0,1.0
-0.022906794320515754,-0.0033875047225179946,4680.0,2,4.0,1.0,1.0
-0.023077454802200883,-0.003504091997338408,4690.0,2,4.0,1.0,1.0
-0.022976391508856393,-0.003461035687218953,4690.0,2,4.0,1.0,1.0
-0.023094957892579905,-0.0035640146026464973,4700.0,2,4.0,1.0,1.0
-0.023071333714908705,-0.0035932710458793106,4710.0,2,4.0,1.0,1.0
-0.02288520276274755,-0.0034281699589930104,4720.0,2,4.0,1.0,1.0
-0.022931637731398325,-0.0035301513814760903,4750.0,2,4.0,1.0,1.0
-0.023050656094879014,-0.0036155635744893827,4750.0,2,4.0,1.0,1.0
-0.023026578621076967,-0.0036342555974106412,4760.0,2,4.0,1.0,1.0
-0.022850475167339946,-0.0034522594584804685,4770.0,2,4.0,1.0,1.0
-0.022931510883493177,-0.0032565261766531453,4790.0,2,4.0,1.0,1.0
-0.023000358345204988,-0.0035558197661035088,4800.0,2,4.0,1.0,1.0
-0.02295306890271818,-0.0035482657216539767,4800.0,2,4.0,1.0,1.0
-0.022946475778835643,-0.003447083965357126,4830.0,2,4.0,1.0,1.0
-0.02302319584713359,-0.003459390527585261,4940.0,2,4.0,1.0,1.0
-0.023052580040012993,-0.0035135707425999413,4940.0,2,4.0,1.0,1.0
-0.022989547268576785,-0.003459064504143103,4970.0,2,4.0,1.0,1.0
-0.02303525520113557,-0.0036009948993846793,4970.0,2,4.0,1.0,1.0
-0.022951820340672762,-0.002950949930862629,4980.0,2,4.0,1.0,1.0
-0.023105560917134324,-0.0035485619748606653,5020.0,2,4.0,1.0,1.0
-0.023044641503548964,-0.0034784300884011725,5030.0,2,4.0,1.0,1.0
-0.022483062149845353,-0.003324100724370201,5040.0,2,4.0,1.0,1.0
-0.02306777146046259,-0.003622766411600349,5080.0,2,4.0,1.0,1.0
-0.023081091108668964,-0.003415576195015229,5170.0,2,4.0,1.0,1.0
-0.023039508188898914,-0.003545651895861325,5200.0,2,4.0,1.0,1.0
-0.02294074964650928,-0.003542739381558581,5260.0,2,4.0,1.0,1.0
-0.02304464331329509,-0.0036382883108586023,5270.0,2,4.0,1.0,1.0
-0.023076319845317994,-0.0034399148956443374,5290.0,2,4.0,1.0,1.0
-0.022953576787379956,-0.003443169885635987,5290.0,2,4.0,1.0,1.0
-0.023036047280646142,-0.0035608463555050034,5300.0,2,4.0,1.0,1.0
-0.02307103168905229,-0.003589238078031563,5310.0,2,4.0,1.0,1.0
-0.022752883346550123,-0.0035845526903526058,5340.0,2,4.0,1.0,1.0
-0.02296278027538028,-0.003427585830187938,5450.0,2,4.0,1.0,1.0
-0.022812805187525063,-0.0031108858373979182,5490.0,2,4.0,1.0,1.0
-0.026646538017796068,0.01706767842971051,5500.0,2,4.0,1.0,1.0
-0.023066463137643774,-0.0036281974542500682,5560.0,2,4.0,1.0,1.0
-0.0230000729857025,-0.003473335787145505,5630.0,2,4.0,1.0,1.0
-0.023073915196200744,-0.0035175607807106566,5640.0,2,4.0,1.0,1.0
-0.022929688543451527,-0.0033204958797507676,5650.0,2,4.0,1.0,1.0
-0.022988203641949135,-0.003587506841525685,5670.0,2,4.0,1.0,1.0
-0.022958910710116374,-0.003206995427636772,5710.0,2,4.0,1.0,1.0
-0.023040417087388455,-0.003455546042951374,5740.0,2,4.0,1.0,1.0
-0.02303701355582961,-0.0035055708744504187,5780.0,2,4.0,1.0,1.0
-0.023089503602430513,-0.0035221655843502664,5800.0,2,4.0,1.0,1.0
-0.023036367246835346,-0.003524975686930492,5800.0,2,4.0,1.0,1.0
-0.02307462497199439,-0.003521297202967697,5830.0,2,4.0,1.0,1.0
-0.02667337047880199,0.017103411991725638,5860.0,2,4.0,1.0,1.0
-0.023338685648537808,-0.0015611999961618835,5860.0,2,4.0,1.0,1.0
-0.0230196700054483,-0.003569437706556771,5900.0,2,4.0,1.0,1.0
-0.02300378603387726,-0.0036406689002594847,5910.0,2,4.0,1.0,1.0
-0.02303944753189331,-0.0034463338487525363,5910.0,2,4.0,1.0,1.0
-0.023074811287321334,-0.0035039149783132892,5920.0,2,4.0,1.0,1.0
-0.023034368368706343,-0.0034640213849239632,5930.0,2,4.0,1.0,1.0
-0.02298317992163462,-0.0027917415274743575,5960.0,2,4.0,1.0,1.0
-0.023164232740371885,-0.002653686702249692,5970.0,2,4.0,1.0,1.0
-0.022962310996275843,-0.0029005165611829748,5980.0,2,4.0,1.0,1.0
-0.023003307422532017,-0.00363381942153885,5990.0,2,4.0,1.0,1.0
-0.02308248797671463,-0.0035211613478726,5990.0,2,4.0,1.0,1.0
-0.023451473958734526,-0.0017250898656295404,6000.0,2,4.0,1.0,1.0
-0.02664837650000033,0.017164784579400127,6030.0,2,4.0,1.0,1.0
-0.026625906887518543,0.017084002421291555,6050.0,2,4.0,1.0,1.0
-0.02338000144661354,-0.0017169373538776422,6060.0,2,4.0,1.0,1.0
-0.02668291180625469,0.017083488153458507,6100.0,2,4.0,1.0,1.0
-0.02287225868506374,-0.003500463679412672,6150.0,2,4.0,1.0,1.0
-0.02297024376215893,-0.0035720127943451073,6160.0,2,4.0,1.0,1.0
-0.023016788744377722,-0.0032871641492320408,6180.0,2,4.0,1.0,1.0
-0.023149836966988666,-0.002674962082665579,6180.0,2,4.0,1.0,1.0
-0.023113399323685658,-0.002588354821790183,6200.0,2,4.0,1.0,1.0
-0.026667906034116735,0.01716699349965942,6210.0,2,4.0,1.0,1.0
-0.023066451715882872,-0.003377909821686036,6230.0,2,4.0,1.0,1.0
-0.022969068428381482,-0.002860563998399416,6300.0,2,4.0,1.0,1.0
-0.023040924181342425,-0.003364617558581175,6310.0,2,4.0,1.0,1.0
-0.023101292604753326,-0.0024149400389529463,6330.0,2,4.0,1.0,1.0
-0.023183928574140967,-0.002496949195894609,6340.0,2,4.0,1.0,1.0
-0.023113399758850166,-0.002095603674159758,6350.0,2,4.0,1.0,1.0
-0.02307819444611266,-0.0026525900821612737,6360.0,2,4.0,1.0,1.0
-0.026669562028490745,0.01708790691540076,6360.0,2,4.0,1.0,1.0
-0.026490884246456948,0.017455135593255743,6480.0,2,4.0,1.0,1.0
-0.023241473209106658,-0.0023724250997593497,6530.0,2,4.0,1.0,1.0
-0.023048199222687908,-0.002671645582715,6540.0,2,4.0,1.0,1.0
-0.023216368040027545,-0.002463107893057231,6580.0,2,4.0,1.0,1.0
-0.022922233876167708,-0.0034109061036518206,6610.0,2,4.0,1.0,1.0
-0.02290725334101424,-0.003437515643054206,6630.0,2,4.0,1.0,1.0
-0.023441388286018043,-0.001685009075153274,6660.0,2,4.0,1.0,1.0
-0.0231673709936074,-0.0024726543046466216,6680.0,2,4.0,1.0,1.0
-0.02295263178821836,-0.002901651532148652,6700.0,2,4.0,1.0,1.0
-0.023033178301362926,-0.002903218009220777,6720.0,2,4.0,1.0,1.0
-0.02300017806122579,-0.002883321869307419,6750.0,2,4.0,1.0,1.0
-0.02314288955853616,-0.002683917491545355,6760.0,2,4.0,1.0,1.0
-0.023384988955999022,-0.0017503899062260332,6770.0,2,4.0,1.0,1.0
