Time,Population,Uninfected Naive,Uninfected Immune,Infected Naive,Infected Immune,Dead
1188.0,pop,6685,3172,113,30,0
1191.0,pop,6744,3146,91,19,0
1194.0,pop,6760,3111,110,19,0
1197.0,pop,6772,3058,137,33,0
1200.0,pop,6821,3034,109,36,0
1203.0,pop,6831,3016,119,34,0
1206.0,pop,6840,3019,112,29,0
1209.0,pop,6828,3018,128,26,0
1212.0,pop,6850,2988,135,27,0
1215.0,pop,6856,3008,110,26,0
1218.0,pop,6877,2997,96,30,0
1221.0,pop,6922,2965,92,21,0
1224.0,pop,6987,2935,67,11,0
1227.0,pop,7026,2884,71,19,0
1230.0,pop,7056,2845,86,13,0
1233.0,pop,7110,2789,76,25,0
1236.0,pop,7155,2778,57,10,0
1239.0,pop,7185,2731,72,12,0
1242.0,pop,7239,2694,55,12,0
1245.0,pop,7295,2651,45,9,0
1248.0,pop,7347,2593,47,13,0
1251.0,pop,7377,2554,65,4,0
1254.0,pop,7412,2510,68,10,0
1257.0,pop,7451,2469,65,15,0
1260.0,pop,7483,2430,76,11,0
1263.0,pop,7494,2391,98,17,0
1266.0,pop,7469,2385,126,20,0
1269.0,pop,7447,2402,133,18,0
1272.0,pop,7394,2411,165,30,0
1275.0,pop,7319,2440,207,34,0
1278.0,pop,7302,2461,205,32,0
1281.0,pop,7297,2499,171,33,0
1284.0,pop,7247,2530,192,31,0
1287.0,pop,7210,2585,176,29,0
1290.0,pop,7175,2600,187,38,0
1293.0,pop,7186,2633,151,30,0
1296.0,pop,7132,2664,162,42,0
1299.0,pop,7108,2675,175,42,0
1302.0,pop,7087,2701,183,29,0
1305.0,pop,7142,2686,143,29,0
1308.0,pop,7139,2696,132,33,0
1311.0,pop,7143,2690,135,32,0
1314.0,pop,7171,2666,142,21,0
1317.0,pop,7197,2652,131,20,0
1320.0,pop,7224,2653,105,18,0
1323.0,pop,7228,2644,104,24,0
1326.0,pop,7233,2634,110,23,0
1329.0,pop,7264,2623,88,25,0
1332.0,pop,7296,2587,92,25,0
1335.0,pop,7279,2562,126,33,0
1338.0,pop,7257,2550,153,40,0
1341.0,pop,7192,2570,190,48,0
1344.0,pop,7230,2593,143,34,0
1347.0,pop,7175,2580,190,55,0
1350.0,pop,7166,2613,180,41,0
1353.0,pop,7207,2618,137,38,0
1356.0,pop,7244,2623,109,24,0
1359.0,pop,7291,2604,85,20,0
